"No.","Time","Source","Destination","Protocol","Length","Info"
"34","29.881379840","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=556 Ack=1211 Win=65535 Len=0"
"35","33.593542958","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"36","33.593606157","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=556 Ack=1288 Win=65535 Len=0"
"37","40.699986262","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"38","40.700019204","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=556 Ack=1365 Win=65535 Len=0"
"56","44.294850352","157.240.0.60","10.0.2.15","TLSv1.2","784","Application Data"
"57","44.294893433","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=556 Ack=2095 Win=65535 Len=0"
"58","44.457647611","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"59","44.459468177","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2095 Ack=647 Win=65535 Len=0"
"60","44.556292501","10.0.2.15","157.240.0.60","TLSv1.2","157","Application Data"
"61","44.556644894","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=2095 Ack=750 Win=65535 Len=0"
"62","44.730556377","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"63","44.730625167","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=750 Ack=2185 Win=65535 Len=0"
"66","57.309011694","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"67","57.309099639","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=750 Ack=2262 Win=65535 Len=0"
"68","59.305789071","157.240.0.60","10.0.2.15","TLSv1.2","1280","Application Data"
"69","59.305896153","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=750 Ack=3488 Win=65535 Len=0"
"70","59.462127400","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"71","59.462377621","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3488 Ack=841 Win=65535 Len=0"
"76","68.372713950","10.0.2.15","157.240.0.60","TLSv1.2","124","Application Data"
"77","68.373456572","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3488 Ack=911 Win=65535 Len=0"
"78","68.545737280","157.240.0.60","10.0.2.15","TLSv1.2","126","Application Data"
"79","68.545774240","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=911 Ack=3560 Win=65535 Len=0"
"84","73.377301745","10.0.2.15","157.240.0.60","TLSv1.2","118","Application Data"
"85","73.378213275","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=3560 Ack=975 Win=65535 Len=0"
"86","75.423218139","157.240.0.60","10.0.2.15","TLSv1.2","784","Application Data"
"87","75.423272371","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=975 Ack=4290 Win=65535 Len=0"
"88","75.591281361","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"89","75.591829032","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4290 Ack=1066 Win=65535 Len=0"
"90","81.344639690","10.0.2.15","157.240.0.60","TLSv1.2","118","Application Data"
"91","81.345381646","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4290 Ack=1130 Win=65535 Len=0"
"92","81.475228703","10.0.2.15","157.240.0.60","TLSv1.2","181","Application Data"
"93","81.475713075","157.240.0.60","10.0.2.15","TCP","60","443  >  34064 [ACK] Seq=4290 Ack=1257 Win=65535 Len=0"
"94","81.514496674","157.240.0.60","10.0.2.15","TLSv1.2","112","Application Data"
"95","81.514541498","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1257 Ack=4348 Win=65535 Len=0"
"96","81.651147698","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"97","81.651223080","10.0.2.15","157.240.0.60","TCP","54","34064  >  443 [ACK] Seq=1257 Ack=4438 Win=65535 Len=0"
"98","83.734662940","157.240.0.60","10.0.2.15","TLSv1.2","124","Application Data"
