"No.","Time","Source","Destination","Protocol","Length","Info"
"188","33.167312742","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"189","33.167412719","213.57.24.97","10.0.2.15","QUIC","378","Protected Payload (KP0)"
"190","33.167444569","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"191","33.167610751","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"192","33.167829752","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"193","33.167915893","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"194","33.168005431","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"195","33.168041068","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"196","33.168063620","213.57.24.97","10.0.2.15","QUIC","666","Protected Payload (KP0)"
"197","33.168095069","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"198","33.169772505","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"199","33.169823781","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"200","33.169918159","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"201","33.169939548","213.57.24.97","10.0.2.15","QUIC","250","Protected Payload (KP0)"
"202","33.173824855","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"203","33.173825326","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"204","33.173948266","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"205","33.174018799","213.57.24.97","10.0.2.15","QUIC","538","Protected Payload (KP0)"
"206","33.174114428","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"207","33.174203365","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"208","33.175236603","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"209","33.175353693","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"210","33.175353783","213.57.24.97","10.0.2.15","QUIC","1274","Protected Payload (KP0)"
"211","33.175432931","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
"212","33.175468238","10.0.2.15","213.57.24.97","QUIC","74","Protected Payload (KP0), DCID=9281000a3cb5d5f9"
