"No.","Time","Source","Destination","Protocol","Length","Info"
"279","33.227393800","10.0.2.15","213.57.24.97","QUIC","82","Protected Payload (KP0), DCID=b3810008126f8a25"
"280","33.265561492","213.57.24.97","10.0.2.15","QUIC","90","Protected Payload (KP0)"
"282","40.022341808","157.240.0.60","10.0.2.15","TLSv1.2","1250","Application Data"
"283","40.022420546","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=814 Ack=5633 Win=62780 Len=0"
"284","40.268289015","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
"285","40.268711404","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=5633 Ack=905 Win=65535 Len=0"
"286","40.467094009","10.0.2.15","157.240.0.60","TLSv1.2","157","Application Data"
"287","40.467433910","157.240.0.60","10.0.2.15","TCP","60","443  >  56326 [ACK] Seq=5633 Ack=1008 Win=65535 Len=0"
"288","40.627180162","157.240.0.60","10.0.2.15","TLSv1.2","144","Application Data"
"289","40.627229251","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=1008 Ack=5723 Win=62780 Len=0"
"290","40.669226952","157.240.0.60","10.0.2.15","TLSv1.2","131","Application Data"
"291","40.669266436","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=1008 Ack=5800 Win=62780 Len=0"
"307","48.397754187","157.240.0.60","10.0.2.15","TLSv1.2","736","Application Data"
"308","48.397813784","10.0.2.15","157.240.0.60","TCP","54","56326  >  443 [ACK] Seq=1008 Ack=6482 Win=62780 Len=0"
"309","48.510094701","10.0.2.15","157.240.0.60","TLSv1.2","145","Application Data"
